PathID	ReceptorRound	LigandRound	SBGN-Inhibition	ReceptorSquare	LigandSquare	Receptor	mim-covalent-bond	mim-gap	mim-translocation	SBGN-Production	mim-branching-left	mim-branching-right	SBGN-Catalysis	mim-cleavage	mim-necessary-stimulation	mim-modification	TBar	mim-transcription-translation	mim-binding	mim-inhibition	mim-stimulation	mim-catalysis	mim-conversion	Arrow
WP3298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	13	16	15	13	6
WP2857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	21	4	0	0	66
WP4205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	45
WP5105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WP5355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	5	2	95	70	77
WP4522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	1	2	9	12	8
WP5312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	24	12	31
WP4290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	36	8	39
WP5220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	16	41	37	10
WP4586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	23	0
WP3666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	1
WP4142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	37	0
WP4174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	3
WP3602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	26
WP702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
WP2249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	6
WP3580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	21	49	6
WP4292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	14	18	8
WP704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
WP4189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	16	17	1
WP4190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	47	5
WP3963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	9
WP3301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	6	0	17
WP4560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	7	0	13
WP3937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	4	19
WP3593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	2
WP4399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2
WP1544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	81
WP2038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	1	47
WP5279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	22	1
WP3595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	4
WP3938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1
WP3967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	19
WP3596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2
WP2338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WP4316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
WP1530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	1	0	0	0	118
WP3982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	15	0	0	0	22
WP3981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	16	0	0	0	30
WP4329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	14	0	1	2	36
WP2911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0
WP1545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	70
WP5241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	136	0
WP4324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	7	20
WP4944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
WP4945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
WP4920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
WP4921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
WP4922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	5	4	0
WP5123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	14	14
WP4317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	17
WP391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
WP5038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	10	3	13	17
WP368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	13
WP4397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	3
WP4485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	5
WP5192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	17	28	4	6	0
WP5072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	35
WP4507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	8	8	0
WP58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	32
WP727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	14	0	0	32
WP3953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	37
WP411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
WP5187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14	0	15	0	0	2
WP4288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	11	22	12
WP3877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	9
WP289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	56
WP5153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	38	9
WP3645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	21
WP3644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	41
WP2485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	18
WP3630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	16
WP5046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	29	8	8	11
WP3890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	2	11
WP2507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	1	24
WP2643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
WP2509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	12
WP2513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	32
WP4337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	4	0	0	0	13
WP4336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	29	0	1	0	13
WP5302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	13	0
WP4331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	7	41
WP5052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0
WP4758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WP4747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	3	0	0	0	80
WP5115	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	23	0	8	0	0	2	102
WP4564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	15
WP4565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	1	18
WP2064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	6	18	2	0	0	3
WP4577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	6	7	14	21
WP5265	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	16	0	9	2	0	0	0	28
WP5083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	16	90	25	20	28
WP4919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	0	0	1	6	21
WP4220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	21	4
WP5366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	1	25	15	15	20	11	27
WP1603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	3
WP1602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	12	0	16
WP1600	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	8	10	4
WP5119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	13
WP4947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	8	6
WP4008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	17	10	6	22
WP288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	14
WP5133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	4	8	0
WP4341	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12	1	44	2	1	5
WP438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	6
WP4255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	1	0	47
WP4396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	8	0	0	0	56
WP3413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
WP61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2	0	0	0	36
WP268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	7
WP3865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	11	0	0	0	29
WP5399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	1	2
WP4357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	1	13
WP2884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
WP5144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	31	0	0	3
WP5398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	1	0	0	0
WP5027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	2	1
WP299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	38
WP2882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	1	0	0	0	70
WP170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
WP1433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	9
WP5114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	27	5	1	0
WP4753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	8
WP80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
WP5324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	41	2
WP4304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	23
WP4723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	45
WP4724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	28
WP2374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	0	0	0	0	0	82
WP3940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	46
WP241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	25	8	26
WP4487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	4
WP5093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	8	50	3	0	12	0	0	350
WP5094	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	46	0	3	0	0	1	172
WP5373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	32	1	2	9
WP4787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	3	7	12	20	10
WP322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	15
WP12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8
WP1434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
WP3971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	15
WP34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	2	3
WP4879	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	3	12	19	32	13	44	15
WP4558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9
WP3287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	3
WP5095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
WP43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
WP3941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	36
WP623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4
WP408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15
WP4545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	5	80	84	2
WP2889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
WP400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	37
WP4963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WP5409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	6	0	0	0
WP4263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	7	0	0	2	44
WP5390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WP2359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	13	6
WP2371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	5	0	8	7
WP4884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	1	1
WP2272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	45
WP5342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	14	26	0	1	0
WP3651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	48
WP5434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	31	26	40	15	0	2	136
WP4705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	2	13	3	5	3
WP2846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13
WP2526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	32	0	4	14
WP3972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	31
WP134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	4
WP5043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	8	14	27
WP24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	28
WP4873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	17	0	0	0
WP1941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	4
WP4936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	24
WP5433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	15	16	3
WP136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
WP5411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	17	0
WP4195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	26	2
WP4222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	26	19	16	0
WP4971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	27	4
WP3611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13
WP3614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6
WP3617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	8
WP3612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4
WP3613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
WP3680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	66
WP1528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
WP4141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	7	0	1	15
WP3844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	13
WP4172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	10	0	2	0	61
WP2253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	10	0	0	0
WP4760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	8	4	8
WP4462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	18
WP5087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	4	21	11	12	3	2	172
WP2848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	25	0	0	22	48
WP690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	11	2
WP2878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
WP3942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	6	0	15
WP3998	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	10	15	16	29	8	11	13
WP3527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
WP2876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
WP2572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	26
WP5316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WP3995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	1	3	3
WP5182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	11	0	3	2
WP5103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	2	0	2	11	7
WP2037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	4	0	0	9	109
WP5026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	28	3
WP5122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	37	5	11	5
WP5321	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	4	37	11	9	7
WP5088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	7	6	2	7	32
WP98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	2	1	52
WP183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
WP3980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
WP4784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	5	22
WP4917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	78
WP5199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	4	1	2	1
WP4147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	21
WP4224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	42	70	4
WP4792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	47	0
WP4900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	39	66	0	0	6
WP4225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	30	49	4
WP4022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	26	70
WP2435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	6	0	2	3	21
WP3303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	11	0	51
WP2290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
WP2018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	1	0	0	10	65
WP4969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	4	8	6	31
WP4223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	5	8	72
WP4838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	12	17	59	1	3	6
WP51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	8	0	0	0	82
WP3872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	5
WP4240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	4
WP3664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	0	0	1	4
WP4538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	15	29	0	9	5
WP4483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
WP4756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	13	9	9	1
WP4481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
WP5191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	1	2	10
WP2446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	22	27	0	0	0
WP5188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	17	6
WP4312	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	1	0	18	4	12	0	0	2
WP5037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	11	22	6
WP3873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	9
WP3943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	4
WP4486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	14	1
WP5258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	13	2
WP5181	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	6	13	4	6	4
WP26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
WP5065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	0	4	1
WP4883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	5	0	2	6	2
WP4846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	7	3	3	2	18	13
WP5116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	3	0	0	9
WP5039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	12	12	28	0	4	6
WP5183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	31	4	1	23
WP5156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0
WP4912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	1	3	3
WP4030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26
WP5315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	12	0
WP2597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	5
WP4494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
WP28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	17
